text,cmp_code,pos
and that court and tribunal fees will not put justice beyond the reach of those who seek it.,201,1584
"This will mean reversing any recent rises in up-front court fees that make justice unaffordable for many, and instead spreading the fee burden more fairly.",201,1585
Retain access to recoverable success fees and insurance premiums in asbestosis claims,201,1586
and where an individual is suing the police;,201,1587
"and also for both claimant and defendant in publication and data protection claims, except where one party is significantly better resourced than the other.",201,1588
Promote the use of alternative buildings for magistrates courts and local dispute resolution programmes like Community Justice Panels to bring justice back into the community.,606,1589
Support innovation like the provision of civil justice online and expansion of alternative dispute resolution procedures.,606,1590
"Develop a strategy that will deliver advice and legal support to help people with everyday problems like personal debt and social welfare issues, working across government and involving non-profit advice agencies.",503,1592
"Terrorism and violent extremism remain a serious threat to the United Kingdom, which requires a proportionate response.",605,1594
"We will: Work with religious and community leaders, civil society groups and social media sites to counter the narratives put forward by extremists,",606,1595
and create the space for the expression of contrary viewpoints and religious interpretations.,606,1596
"Maintain laws that provide an effective defence against terrorist activity, including proscription of terrorist groups,",605,1597
"Terrorism Prevention and Investigation Measures,",605,1598
"and Temporary Exclusion Orders, which enable the security services to manage the return of those who have fought illegally in foreign conflicts.",605,1599
